                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 2.1053,                 2.2216,                 2.4652,                0.93607,                0.79268,                0.86199,                0.47564,                 1.5021,                 1.4038,                 1.7259,             0.00066616,             0.00066616,             0.00066616
